State,County,FIPSCodes,Diabetes,LeisureInactivity,Obesity
Louisiana,Washington,22053,16.3,33.8,38.8
Louisiana,Webster,22055,13.6,36,35
Louisiana,WestBatonRouge,22057,14.6,30.6,35.5
Louisiana,WestCarroll,22059,16.4,34.5,37.9
Louisiana,WestFeliciana,22061,13.1,27.7,36.6
Louisiana,Winn,22063,13,34.3,34.4
Maine,Androscoggin,22065,10.5,24,31.3
Maine,Aroostook,22067,14.4,30.1,33.3
Maine,Cumberland,22069,7.6,15.7,21.5
Maine,Franklin,22071,9,21.5,29.8
Maine,Hancock,22073,9.1,19.9,23.7
Maine,Kennebec,22075,10,21.8,31.1
Maine,Knox,22077,9.3,18.8,24.6
Maine,Lincoln,22079,9.2,20.7,24.1
Maine,Oxford,22081,10.2,23.2,30.5
Maine,Penobscot,22083,10.7,24.3,31.7
Maine,Piscataquis,22085,12.3,25.3,30.9
Maine,Sagadahoc,22087,9.2,19.5,25.6
Maine,Somerset,22089,11.3,27.3,33.9
Maine,Waldo,22091,10.1,24.6,30.4
Maine,Washington,22093,11.3,28.8,32.2
Maine,York,22095,9.5,19.6,27.3
Maryland,Allegany,22097,11.3,30.8,28
Maryland,AnneArundel,22099,9.7,21.1,27.8
Maryland,Baltimore,22101,10.1,26.1,28.2
Maryland,Calvert,22103,9.6,22.4,29.5
Maryland,Caroline,22105,10.6,29.3,32.5
Maryland,Carroll,22107,8.5,21.2,28.4
Maryland,Cecil,22109,10.2,26.9,33
Maryland,Charles,22111,10.4,23.3,33.7
Maryland,Dorchester,22113,14.8,30,35.3
Maryland,Frederick,22115,8.7,20.5,27.3
Maryland,Garrett,22117,11.4,28.8,31
Maryland,Harford,22119,9.5,22.7,29.6
Maryland,Howard,22121,8.2,18.1,23.3
Maryland,Kent,22123,10.6,24.9,28.1
Maryland,Montgomery,22125,7.1,17,18.8
Maryland,PrinceGeorges,22127,11.6,22.8,33.8
Maryland,QueenAnnes,23001,9.5,22.2,27.3
Maryland,StMarys,23003,9.2,22.3,29.2
Maryland,Somerset,23005,11.4,31.3,36.1
Maryland,Talbot,23007,10.3,21.5,28.4
Maryland,Washington,23009,11.8,26.7,32.6
Maryland,Wicomico,23011,11,27.2,34.6
Maryland,Worcester,23013,13.3,25.8,31.2
Maryland,Baltimore,23015,12.7,29,33.6
Massachusetts,Barnstable,23017,8.7,17.3,18.3
Massachusetts,Berkshire,23019,8.4,18.8,22.5
Massachusetts,Bristol,23021,10.5,26.4,28.6
Massachusetts,Dukes,23023,7,18.5,22.4
Massachusetts,Essex,23025,9.5,20.3,24.2
Massachusetts,Franklin,23027,8.3,18.1,22.1
Massachusetts,Hampden,23029,10.4,26.7,28.9
Massachusetts,Hampshire,23031,6.2,15.2,21.8
Massachusetts,Middlesex,24001,8.6,20.8,23.1
Massachusetts,Nantucket,24003,7.1,17.4,19.7
Massachusetts,Norfolk,24005,7.8,18.8,20.2
Massachusetts,Plymouth,24009,10,23.9,25.8
Massachusetts,Suffolk,24011,7.8,19.9,21.2
Massachusetts,Worcester,24013,8.8,22.2,26
Michigan,Alcona,24015,15,26.1,31
Michigan,Alger,24017,10.8,24.4,31.9
Michigan,Allegan,24019,9.2,24.1,34.1
Michigan,Alpena,24021,11.8,21.6,34.7
Michigan,Antrim,24023,11,20.7,32.4
Michigan,Arenac,24025,11.6,22.3,35
Michigan,Baraga,24027,11.8,21.7,32
Michigan,Barry,24029,10.4,22.1,36.1
Michigan,Bay,24031,10.9,24,31.8
Michigan,Benzie,24033,11.1,18.3,30.4
Michigan,Berrien,24035,13.2,27.7,36.2
Michigan,Branch,24037,11.2,25.3,34.8
Michigan,Calhoun,24039,12.5,24.6,35
Michigan,Cass,24041,11.8,26.2,35.5
Michigan,Charlevoix,24043,11,19.5,26.6
Michigan,Cheboygan,24045,11.4,26.2,33.3
Michigan,Chippewa,24047,11.8,24.9,38
Michigan,Clare,24510,11.4,30.2,31.4
Michigan,Clinton,25001,9.7,22.3,34.9
Michigan,Crawford,25003,11.5,24.1,29.1
Michigan,Delta,25005,11.7,24.7,32
Michigan,Dickinson,25007,11.8,21.1,31.4
Michigan,Eaton,25009,10.7,25.4,34.1
Michigan,Emmet,25011,9.7,18.2,28
Michigan,Genesee,25013,13.1,27.4,36.9
Michigan,Gladwin,25015,13.3,30.7,36.1
Michigan,Gogebic,25017,11,22.3,27
Michigan,GrandTraverse,25019,9.4,18.8,30.6
Michigan,Gratiot,25021,10.5,31.8,36.1
Michigan,Hillsdale,25023,11,22.5,32.8
Michigan,Houghton,25025,9.3,22.6,26.2
Michigan,Huron,25027,10.9,23.5,31
Michigan,Ingham,26001,8.1,18.5,31.6
Michigan,Ionia,26003,10.1,22.2,33.5
Michigan,Iosco,26005,13.7,26,32.4
Michigan,Iron,26007,12.6,22.7,31.9
Michigan,Isabella,26009,8,21.1,31.1
Michigan,Jackson,26011,10.9,21.8,35.1
Michigan,Kalamazoo,26013,8.9,19.1,29
Michigan,Kalkaska,26015,12.1,24.5,30.4
Michigan,Kent,26017,9.8,20.8,29.2
Michigan,Keweenaw,26019,12.9,23.8,32.7
Michigan,Lake,26021,13.4,22,33
Michigan,Lapeer,26023,9.4,25.2,32.9
Michigan,Leelanau,26025,10.9,22.1,23.7
Michigan,Lenawee,26027,11.4,24,31.9
Michigan,Livingston,26029,8.5,17.3,27.5
Michigan,Luce,26031,12.5,21.5,34.5
Michigan,Mackinac,26033,13.3,23.8,32.9
Michigan,Macomb,26035,11,22.1,31.9
Michigan,Manistee,26037,11.8,20.9,30.4
Michigan,Marquette,26039,10.2,15.7,29.4
Michigan,Mason,26041,12.9,23,29.9
Michigan,Mecosta,26043,10,23.8,32.1
Michigan,Menominee,26045,13,27.7,33.2
Michigan,Midland,26047,9.9,24.3,30.1
Michigan,Missaukee,26049,11.3,23.4,32.3
Michigan,Monroe,26051,10.7,21.5,33.4
Michigan,Montcalm,26053,8.9,23.5,30.3
Michigan,Montmorency,26055,14.1,23.8,31.8
Michigan,Muskegon,26057,13.3,23.3,36.3
Michigan,Newaygo,26059,12.4,24.9,32.9
Michigan,Oakland,26061,8.9,19.2,26.5
Michigan,Oceana,26063,12.3,22.8,33.4
Michigan,Ogemaw,26065,13,27.8,35
Michigan,Ontonagon,26067,13.5,23.8,34.3
Michigan,Osceola,26069,12.1,25,36.4
Michigan,Oscoda,26071,14.4,21.4,33.4
Michigan,Otsego,26073,11.9,24.6,34.3
Michigan,Ottawa,26075,8.5,19,24.6
Michigan,PresqueIsle,26077,13.5,26.4,32.5
Michigan,Roscommon,26079,15.7,28.2,32.3
Michigan,Saginaw,26081,11.3,26.4,38.6
Michigan,StClair,26083,10.1,22.4,30.1
Michigan,StJoseph,26085,9.5,27.2,34.1
Michigan,Sanilac,26087,10.1,23.7,36.4
Michigan,Schoolcraft,26089,11.5,25,28.7
Michigan,Shiawassee,26091,9.7,21.1,35.9
Michigan,Tuscola,26093,11.4,27.6,31.2
Michigan,VanBuren,26095,12.4,25.4,32.5
Michigan,Washtenaw,26097,7.5,17,23.6
Michigan,Wayne,26099,13,26.4,34.2
Michigan,Wexford,26101,11.5,24.1,32.6
Minnesota,Aitkin,26103,10,24.9,27.1
Minnesota,Anoka,26105,7.8,20.8,29.5
Minnesota,Becker,26107,8.2,23.3,29.4
Minnesota,Beltrami,26109,8.6,23.1,28.8
Minnesota,Benton,26111,9.5,19.5,26.9
Minnesota,BigStone,26113,9.1,21.4,28.1
Minnesota,BlueEarth,26115,5.6,20.7,26.4
Minnesota,Brown,26117,8.4,21.8,29.8
Minnesota,Carlton,26119,8.7,18.7,29.1
Minnesota,Carver,26121,7.4,16.2,26.2
Minnesota,Cass,26123,11.2,22.2,27.7
Minnesota,Chippewa,26125,10,31,30.4
Minnesota,Chisago,26127,8.5,22.2,28
Minnesota,Clay,26129,8.8,24,30
Minnesota,Clearwater,26131,9.6,25.2,31.9
Minnesota,Cook,26133,9.4,19.2,24.9
Minnesota,Cottonwood,26135,9.1,27.1,29.1
Minnesota,CrowWing,26137,9,21.2,27
Minnesota,Dakota,26139,5.9,16.2,24.7
Minnesota,Dodge,26141,7.3,19.7,33.4
Minnesota,Douglas,26143,7.9,19.3,25.5
Minnesota,Faribault,26145,8.9,25.9,28.4
Minnesota,Fillmore,26147,7.9,22.1,25.3
Minnesota,Freeborn,26149,9.6,25.1,30.8
Minnesota,Goodhue,26151,8.1,20.1,29.5
Minnesota,Grant,26153,8.6,24.1,28.5
Minnesota,Hennepin,26155,6.7,16.8,22.2
Minnesota,Houston,26157,8.1,23.6,26.1
Minnesota,Hubbard,26159,8.6,22,27.2
Minnesota,Isanti,26161,8.9,17.3,30.3
Minnesota,Itasca,26163,9.7,21.5,29
Minnesota,Jackson,26165,9.5,21.9,31.2
Minnesota,Kanabec,27001,8.2,22.3,24.9
Minnesota,Kandiyohi,27003,8.4,23.2,27.8
Minnesota,Kittson,27005,10.3,26.1,30.7
Minnesota,Koochiching,27007,10.3,23.1,26.7
Minnesota,Lacqiparle,27009,9.7,26.9,27.1
Minnesota,Lake,27011,10,21.9,29.8
Minnesota,Lakeofthewoods,27013,8.8,25.1,28.7
Minnesota,Lesueur,27015,7.9,20.2,29.8
Minnesota,Lincoln,27017,9.1,23.7,28.5
Minnesota,Lyon,27019,8.3,18.6,29.1
Minnesota,McLeod,27021,8.1,20.5,31.8
Minnesota,Mahnomen,27023,11.3,28.8,30.8
Minnesota,Marshall,27025,9.2,24.2,27.5
Minnesota,Martin,27027,8.9,28.2,28
Minnesota,Meeker,27029,10.1,23.6,28.9
Minnesota,MilleLacs,27031,9.1,24.8,29.2
Minnesota,Morrison,27033,8.9,23.2,28.7
Minnesota,Mower,27035,9.4,24.9,30
Minnesota,Murray,27037,9.5,22.6,32.8
Minnesota,Nicollet,27039,7.7,17.5,28.4
Minnesota,Nobles,27041,9.1,25.6,27.7
Minnesota,Norman,27043,9.5,30.6,31
Minnesota,Olmsted,27045,7.2,19.3,22.1
Minnesota,OtterTail,27047,8.1,22.6,26.4
Minnesota,Pennington,27049,9.2,21.8,25.9
Minnesota,Pine,27051,7.7,23,27.3
Minnesota,Pipestone,27053,8.7,22.7,28.8
Minnesota,Polk,27055,7.9,25,31.6
Minnesota,Pope,27057,8.7,26,27.8
Minnesota,Ramsey,27059,7.5,17.7,24.9
Minnesota,RedLake,27061,8.2,22.3,32
Minnesota,Redwood,27063,8.9,22.2,29.8
Minnesota,Renville,27065,9.4,23.1,33.1
Minnesota,Rice,27067,7.8,20.1,26.6
Minnesota,Rock,27069,9.2,22.6,27.1
Minnesota,Roseau,27071,8.9,23,33.5
Minnesota,StLouis,27073,8.9,18.9,26.4
Minnesota,Scott,27075,6.6,18.1,25.1
Minnesota,Sherburne,27077,7.1,21.9,29.6
Minnesota,Sibley,27079,8.5,26.6,27.5
Minnesota,Stearns,27081,7.4,19,27.7
Minnesota,Steele,27083,7.4,19.7,25.6
Minnesota,Stevens,27085,7.3,20.8,30.3
Minnesota,Swift,27087,10.1,30.7,29.2
Minnesota,Todd,27089,9.4,23.6,28.4
Minnesota,Traverse,27091,10.3,27.2,29.9
Minnesota,Wabasha,27093,8.1,21.5,29.6
Minnesota,Wadena,27095,10.1,21.6,28.2
Minnesota,Waseca,27097,8.9,25.5,30
Minnesota,Washington,27099,7.2,17.7,24.8
Minnesota,Watonwan,27101,9.3,24.6,28.5
Minnesota,Wilkin,27103,9.1,24.3,29.3
Minnesota,Winona,27105,7.1,20.8,26.6
Minnesota,Wright,27107,6.3,18.2,27.5
Minnesota,YellowMedicine,27109,9.7,20.1,27.8
Mississippi,Adams,27111,15.2,32.9,37.1
Mississippi,Alcorn,27113,14.6,38.2,33.3
Mississippi,Amite,27115,17,36,38.3
Mississippi,Attala,27117,15.2,35.2,38.9
Mississippi,Benton,27119,16.2,31.9,38.8
Mississippi,Bolivar,27121,14.2,32.9,34.2
Mississippi,Calhoun,27123,15.1,32.6,34
Mississippi,Carroll,27125,16.6,34.1,34.8
Mississippi,Chickasaw,27127,14.2,33.6,36.2
Mississippi,Choctaw,27129,16,34.9,34.4
Mississippi,Claiborne,27131,16.1,37.3,41.8
Mississippi,Clarke,27133,15.1,36.2,34.2
Mississippi,Clay,27135,14.4,37.8,39.1
Mississippi,Coahoma,27137,16.2,39.4,44.1
Mississippi,Copiah,27139,15.3,35.5,37.1
Mississippi,Covington,27141,14.8,33.6,37.4
Mississippi,DeSoto,27143,11.7,29.8,35.2
Mississippi,Forrest,27145,11,33,34.5
Mississippi,Franklin,27147,14.3,34,38.1
Mississippi,George,27149,11.1,31.7,34.5
Mississippi,Greene,27151,13.9,31.9,40.1
Mississippi,Grenada,27153,15.1,31.6,38
Mississippi,Hancock,27155,11.8,30.9,28.9
Mississippi,Harrison,27157,12.9,28.9,33.7
Mississippi,Hinds,27159,13.3,33.6,36
Mississippi,Holmes,27161,17.8,32.9,45
Mississippi,Humphreys,27163,16.9,38.2,42.4
Mississippi,Issaquena,27165,15.9,34.8,37
Mississippi,Itawamba,27167,12.1,36.7,33.2
Mississippi,Jackson,27169,12.5,28.2,32
Mississippi,Jasper,27171,16.2,31.8,39.6
Mississippi,Jefferson,27173,18.4,36.5,44.4
Mississippi,JeffersonDavis,28001,14.3,33.7,36.9
Mississippi,Jones,28003,13.4,35.8,36
Mississippi,Kemper,28005,15.4,31.8,36
Mississippi,Lafayette,28007,9,28.7,34.7
Mississippi,Lamar,28009,9.9,27.8,33.6
Mississippi,Lauderdale,28011,15.9,32.2,35.1
Mississippi,Lawrence,28013,16.9,31.7,38.2
Mississippi,Leake,28015,16.4,36.2,37.1
Mississippi,Lee,28017,12.3,33.2,31.9
Mississippi,Leflore,28019,14.7,37.3,43
Mississippi,Lincoln,28021,13.8,34.2,36.5
Mississippi,Lowndes,28023,13.3,31.2,36.2
Mississippi,Madison,28025,11.2,27.4,30
Mississippi,Marion,28027,13.2,32,37.9
Mississippi,Marshall,28029,15.6,40,40
Mississippi,Monroe,28031,15.1,36.9,32.5
Mississippi,Montgomery,28033,16.2,35,39.2
Mississippi,Neshoba,28035,15.2,33.5,36.1
Mississippi,Newton,28037,14.3,34.6,29.8
Mississippi,Noxubee,28039,19.5,39,43.1
Mississippi,Oktibbeha,28041,10.4,25.5,33.1
Mississippi,Panola,28043,14,37.8,35.8
Mississippi,PearlRiver,28045,13.7,28.4,32.9
Mississippi,Perry,28047,14.9,34.4,36.1
Mississippi,Pike,28049,15.9,33.3,38.7
Mississippi,Pontotoc,28051,13.4,34.1,33.8
Mississippi,Prentiss,28053,14.6,34.2,30.5
Mississippi,Quitman,28055,17.5,34.7,41
Mississippi,Rankin,28057,12.1,27.6,32.4
Mississippi,Scott,28059,14.3,32.7,35.8
Mississippi,Sharkey,28061,16.4,36.2,41.2
Mississippi,Simpson,28063,14.8,35.9,38.4
Mississippi,Smith,28065,12.4,35.5,34.4
Mississippi,Stone,28067,12.8,33.2,29.9
Mississippi,Sunflower,28069,13.6,36.8,41.7
Mississippi,Tallahatchie,28071,14.4,33.3,40.5
Mississippi,Tate,28073,16,34.7,34.6
Mississippi,Tippah,28075,11.9,36.8,35.2
Mississippi,Tishomingo,28077,14,32.1,34.7
Mississippi,Tunica,28079,16.5,40.9,41.2
Mississippi,Union,28081,12.6,33.3,33.7
Mississippi,Walthall,28083,16.1,34.3,39.4
Mississippi,Warren,28085,13.3,35.1,36.9
Mississippi,Washington,28087,14.6,37.2,39.6
Mississippi,Wayne,28089,14.7,34.8,37.6
Mississippi,Webster,28091,14.6,31.7,36.1
Mississippi,Wilkinson,28093,18.6,37.3,39.9
Mississippi,Winston,28095,16.3,36,35.4
Mississippi,Yalobusha,28097,16.4,36.6,35.2
Mississippi,Yazoo,28099,14,35.3,42.3
Missouri,Adair,28101,9.7,29,29.9
Missouri,Andrew,28103,9.8,31.7,27.6
Missouri,Atchison,28105,11.7,32,30.7
Missouri,Audrain,28107,11.5,29.3,30.7
Missouri,Barry,28109,11.1,33.1,31.5
Missouri,Barton,28111,12.7,27.9,31.7
Missouri,Bates,28113,11.3,30.2,34.2
Missouri,Benton,28115,14.2,33.2,35
Missouri,Bollinger,28117,11.8,32.9,37.2
Missouri,Boone,28119,7.4,21,24.2
Missouri,Buchanan,28121,11.8,28,37
Missouri,Butler,28123,11.4,30,34.9
Missouri,Caldwell,28125,12.2,27.6,36.8
Missouri,Callaway,28127,10.2,30,33.7
Missouri,Camden,28129,11.5,29.1,29
Missouri,CapeGirardeau,28131,11.6,27.3,29
Missouri,Carroll,28133,11.7,27.9,31.5
Missouri,Carter,28135,12.3,29,33.7
Missouri,Cass,28137,10.4,27.1,32.3
Missouri,Cedar,28139,11.6,27.8,33.5
Missouri,Chariton,28141,11.5,32.2,30.2
Missouri,Christian,28143,9.7,25.9,28.8
Missouri,Clark,28145,11.8,32.5,31.4
Missouri,Clay,28147,11.8,24.5,28.2
Missouri,Clinton,28149,11.6,26.5,32.3
Missouri,Cole,28151,10,22.6,29.3
Missouri,Cooper,28153,11.8,24.6,30.3
Missouri,Crawford,28155,10.6,25.9,33.3
Missouri,Dade,28157,13.5,31.1,35.7
Missouri,Dallas,28159,12.8,29.4,32.6
Missouri,Daviess,28161,12.2,31.1,34.8
Missouri,DeKalb,28163,10.6,29.2,34.9
Missouri,Dent,29001,11.4,33.5,34.5
Missouri,Douglas,29003,11.5,32,30.1
Missouri,Dunklin,29005,12,38.2,34.1
Missouri,Franklin,29007,10.3,28.8,32.6
Missouri,Gasconade,29009,11.8,33.9,32.6
Missouri,Gentry,29011,11.3,26.8,31.8
Missouri,Greene,29013,8.8,21.1,29.4
Missouri,Grundy,29015,10,27.9,32.4
Missouri,Harrison,29017,12.4,32.5,30.8
Missouri,Henry,29019,11.3,26.3,31.1
Missouri,Hickory,29021,13.7,31.3,33.2
Missouri,Holt,29023,11.8,27.9,30.6
Missouri,Howard,29025,11.5,28,33.1
Missouri,Howell,29027,11.2,29.6,31.6
Missouri,Iron,29029,11.4,28.6,32.9
Missouri,Jackson,29031,10.7,24.9,31.6
Missouri,Jasper,29033,11.3,25.2,33.9
Missouri,Jefferson,29035,9.9,28.1,32.4
Missouri,Johnson,29037,10.4,26.7,30.6
Missouri,Knox,29039,11.1,28.3,31.6
Missouri,Laclede,29041,11.6,33.4,31.1
Missouri,Lafayette,29043,10.7,28.8,30
Missouri,Lawrence,29045,12.6,24.6,29.1
Missouri,Lewis,29047,12.3,31.7,35.1
Missouri,Lincoln,29049,13.1,26.6,35.3
Missouri,Linn,29051,11.2,31,32.8
Missouri,Livingston,29053,11.3,29.8,29.9
Missouri,McDonald,29055,11.3,34.3,29.8
Missouri,Macon,29057,11.3,28.6,32.5
Missouri,Madison,29059,12.3,31.8,35.9
Missouri,Maries,29061,10.9,29.1,28.9
Missouri,Marion,29063,9,29.2,31.8
Missouri,Mercer,29065,12.4,31.7,34.6
Missouri,Miller,29067,11.1,31.2,35.8
Missouri,Mississippi,29069,12.5,36.9,33.2
Missouri,Moniteau,29071,10.4,28.1,31
Missouri,Monroe,29073,13.8,29,31.6
Missouri,Montgomery,29075,12,28.2,32.6
Missouri,Morgan,29077,12.2,31.7,29.3
Missouri,Newmadrid,29079,13.5,37.7,32.5
Missouri,Newton,29081,11.9,28.1,31
Missouri,Nodaway,29083,8.9,28.1,27.9
Missouri,Oregon,29085,12.7,31.4,32
Missouri,Osage,29087,11.2,26.5,31.7
Missouri,Ozark,29089,13.8,31.7,31.2
Missouri,Pemiscot,29091,11.7,33.5,33.7
Missouri,Perry,29093,11.1,26.7,30.7
Missouri,Pettis,29095,11.7,31.5,31.6
Missouri,Phelps,29097,11.4,27.9,31.5
Missouri,Pike,29099,11.6,29,34.4
Missouri,Platte,29101,9.9,25.9,30
Missouri,Polk,29103,12.2,26.5,31.2
Missouri,Pulaski,29105,10.1,27,33.6
Missouri,Putnam,29107,11.1,35.2,31.1
Missouri,Ralls,29109,13.5,27.7,34.7
Missouri,Randolph,29111,11.9,27.8,31.6
Missouri,Ray,29113,11.8,35,31.5
Missouri,Reynolds,29115,12.7,35.5,33.2
Missouri,Ripley,29117,11.9,31.4,33.8
Missouri,Stcharles,29119,8.2,22.2,30.2
Missouri,Stclair,29121,12.8,34.8,31.1
Missouri,StGenevieve,29123,11.6,31.4,28.3
Missouri,StFrancois,29125,11.2,30.9,32.5
Missouri,StLouis,29127,9.8,23.5,28.2
Missouri,Saline,29129,12.3,28.3,39.3
Missouri,Schuyler,29131,12.3,29.7,32
Missouri,Scotland,29133,11.4,32.3,34.2
Missouri,Scott,29135,11.2,34.1,37.5
Missouri,Shannon,29137,13.3,28.8,34.2
Missouri,Shelby,29139,12.3,27.6,33.3
Missouri,Stoddard,29141,10.8,33.2,31.7
Missouri,Stone,29143,11.7,29.4,32.5
Missouri,Sullivan,29145,11.1,29.6,32
Missouri,Taney,29147,11.7,30.1,29.9
Missouri,Texas,29149,11,35,32.1
Missouri,Vernon,29151,12.6,29.1,28.1
Missouri,Warren,29153,11.2,32.7,30.8
Missouri,Washington,29155,13,27.3,33.8
Missouri,Wayne,29157,12.8,32.5,32.5
Missouri,Webster,29159,10.8,27.6,32.6
Missouri,Worth,29161,12.8,28,29
Missouri,Wright,29163,13.2,31.1,35.5
Missouri,StLouis,29165,12.3,25.9,33.3
Montana,Beaverhead,29167,8.2,22.6,24.5
Montana,Bighorn,29169,13,28.5,36.6
Montana,Blaine,29171,11.9,31.1,32.8
Montana,Broadwater,29173,7.6,24.2,30.1
Montana,Carbon,29175,7.9,23.5,24.9
Montana,Carter,29177,8.5,25.7,26.3
Montana,Cascade,29179,8.3,26.9,28.9
Montana,Chouteau,29181,9.5,29.3,28.1
Montana,Custer,29183,10.3,26.9,26.8
Montana,Daniels,29185,8.7,25.5,25.9
Montana,Dawson,29186,8.1,28.3,27.1
Montana,DeerLodge,29187,8,26.3,27.7
Montana,Fallon,29189,7.6,26.7,26.3
Montana,Fergus,29195,8.8,22.8,25.2
Montana,Flathead,29197,6.9,18.8,21.1
Montana,Gallatin,29199,4.4,14.3,16.9
Montana,Garfield,29201,7.8,26.8,24.5
Montana,Glacier,29203,12.8,30.5,31.7
Montana,GoldenValley,29205,9.5,27.2,27.2
Montana,Granite,29207,8.6,25.4,22.7
Montana,Hill,29209,9.4,28.4,33.2
Montana,Jefferson,29211,7.5,20.5,20.7
Montana,JudithBasin,29213,9.5,24.7,25.9
Montana,Lake,29215,9.7,23.2,26.7
Montana,LewisandClark,29217,6.4,18.7,23
Montana,Liberty,29219,8,27.6,26.9
Montana,Lincoln,29221,10.8,22.7,29.5
Montana,McCone,29223,9.1,31.4,27.5
Montana,Madison,29225,7.5,25.6,20.8
Montana,Meagher,29227,9.3,27.2,25
Montana,Mineral,29229,9.5,24.2,28.5
Montana,Missoula,29510,4.6,17,21.1
Montana,Musselshell,30001,8.1,30.7,23.4
Montana,Park,30003,6.6,19.5,23.2
Montana,Petroleum,30005,9.3,22.9,24.4
Montana,Phillips,30007,8.7,29.7,27
Montana,Pondera,30009,10.3,28.8,28.5
Montana,PowderRiver,30011,8.5,30.5,25.3
Montana,Powell,30013,8,24.4,24.4
Montana,Prairie,30015,9.9,29.6,26.6
Montana,Ravalli,30017,7.2,18.3,20.5
Montana,Richland,30019,7.5,26.2,29.7
Montana,Roosevelt,30021,14.3,31.6,36.5
Montana,Rosebud,30023,10.9,26.1,32.3
Montana,Sanders,30025,10.9,24.8,27.9
Montana,Sheridan,30027,10.5,30.8,30.3
Montana,SilverBow,30029,8.3,22.4,26.6
Montana,Stillwater,30031,8.2,25.2,23.6
Montana,SweetGrass,30033,8.1,25.1,21.7
Montana,Teton,30035,9.4,25.4,26.1
Montana,Toole,30037,8.9,28.7,28.5
Montana,Treasure,30039,9.1,29.3,26.3
Montana,Valley,30041,9.8,29.8,29.1
Montana,Wheatland,30043,7.8,29.5,24.9
Montana,Wibaux,30045,9.7,32,28.3
Montana,Yellowstone,30047,8.5,23.6,25.7
Nebraska,Adams,30049,8.4,24.3,29.2
Nebraska,Antelope,30051,10.1,27,27.2
Nebraska,Arthur,30053,9.1,29.3,28.9
Nebraska,Banner,30055,11.4,31.9,33.8
Nebraska,Blaine,30057,9.4,27.7,26.5
Nebraska,Boone,30059,9.6,28.9,28.4
Nebraska,BoxButte,30061,10.6,26.6,32.1
Nebraska,Boyd,30063,10.2,29.5,30.7
Nebraska,Brown,30065,10.7,30.4,31
Nebraska,Buffalo,30067,6.7,23.5,28.3
Nebraska,Burt,30069,10.9,35.7,31.4
Nebraska,Butler,30071,8.3,24.6,27.1
Nebraska,Cass,30073,9.2,26.1,33.1
Nebraska,Cedar,30075,9.4,28.2,26.9
Nebraska,Chase,30077,8.3,25.1,28.2
Nebraska,Cherry,30079,8.2,29.9,26.3
Nebraska,Cheyenne,30081,8.4,23.9,26.5
Nebraska,Clay,30083,9.2,30.7,34.4
Nebraska,Colfax,30085,7.9,28.1,31.3
Nebraska,Cuming,30087,7.8,27.2,28.7
Nebraska,Custer,30089,9.7,29.5,33.2
Nebraska,Dakota,30091,9.2,29.4,33.5
Nebraska,Dawes,30093,8.5,28.2,28.7
Nebraska,Dawson,30095,9.1,26.6,32.8
Nebraska,Deuel,30097,9.9,24.6,26.6
Nebraska,Dixon,30099,8.2,30.6,31.5
Nebraska,Dodge,30101,8.9,27.1,29.8
Nebraska,Douglas,30103,8.7,22.4,28
Nebraska,Dundy,30105,10.6,31.6,33.2
Nebraska,Fillmore,30107,8.8,28.5,28.8
Nebraska,Franklin,30109,10.9,33.2,33.8
Nebraska,Frontier,30111,9,30.1,32.3
Nebraska,Furnas,31001,10.8,27.5,32.7
Nebraska,Gage,31003,11.3,29.6,33.9
Nebraska,Garden,31005,11,31.8,28.2
Nebraska,Garfield,31007,9.7,28,27.7
Nebraska,Gosper,31009,9.4,26,31.5
Nebraska,Grant,31011,9.2,29.6,26.9
Nebraska,Greeley,31013,9,31.5,32.2
Nebraska,Hall,31015,8.5,26.2,31.1
Nebraska,Hamilton,31017,7.3,25.6,29
Nebraska,Harlan,31019,9.5,26.9,29.8
Nebraska,Hayes,31021,10,33.1,27.3
Nebraska,Hitchcock,31023,9.5,29.4,32.4
Nebraska,Holt,31025,8.4,31.1,31.2
Nebraska,Hooker,31027,10.4,27.9,28.5
Nebraska,Howard,31029,9.2,32.9,30.1
Nebraska,Jefferson,31031,10.6,32.5,34.1
Nebraska,Johnson,31033,9.7,31.4,30.3
Nebraska,Kearney,31035,7.1,24.2,30
Nebraska,Keith,31037,8.9,26.9,27.6
Nebraska,KeyaPaha,31039,10.9,35.9,27.1
Nebraska,Kimball,31041,9.8,27.2,31.2
Nebraska,Knox,31043,9.9,32.7,28.2
Nebraska,Lancaster,31045,7,18.7,26.3
Nebraska,Lincoln,31047,9.5,25.2,32.8
Nebraska,Logan,31049,8.6,28.5,27.8
Nebraska,Loup,31051,10.5,30.6,28.5
Nebraska,McPherson,31053,9.5,30.7,28.6
Nebraska,Madison,31055,7.6,24.8,30.9
Nebraska,Merrick,31057,10,27.3,33.4
Nebraska,Morrill,31059,10.2,27.6,30.2
Nebraska,Nance,31061,10.5,23.8,30.5
Nebraska,Nemaha,31063,9.3,27.9,35
Nebraska,Nuckolls,31065,9.4,32.2,29.2
Nebraska,Otoe,31067,10.4,29.8,33.9
Nebraska,Pawnee,31069,11.7,30.7,32.5
Nebraska,Perkins,31071,8.8,23.5,31.3
Nebraska,Phelps,31073,9.9,28.5,33.4
Nebraska,Pierce,31075,10.4,31.5,36.5
Nebraska,Platte,31077,7.6,24.3,29.2
Nebraska,Polk,31079,10.2,28.7,31.3
Nebraska,Redwillow,31081,9.2,23.4,30.6
Nebraska,Richardson,31083,11.2,34.2,32.5
Nebraska,Rock,31085,10.8,32.7,34.1
