State,County,FIPSCodes,Diabetes,LeisureInactivity,Obesity
Illinois,Clark,16047,10.4,27.3,32.1
Illinois,Clay,16049,11.3,33.6,31.4
Illinois,Clinton,16051,8.6,29.9,27.8
Illinois,Coles,16053,7.9,22.6,28.2
Illinois,Cook,16055,9.1,21.3,25.2
Illinois,Crawford,16057,10.7,28.5,32.8
Illinois,Cumberland,16059,11,28.5,29.5
Illinois,DeKalb,16061,7.6,20,28.9
Illinois,DeWitt,16063,10.4,28.6,33.4
Illinois,Douglas,16065,9.9,27.5,30.4
Illinois,DuPage,16067,7.4,19,24.3
Illinois,Edgar,16069,11.1,24.1,32.7
Illinois,Edwards,16071,10.4,27.3,30
Illinois,Effingham,16073,8.8,26.6,29
Illinois,Fayette,16075,11,24.3,37
Illinois,Ford,16077,10.1,28.6,31
Illinois,Franklin,16079,11.2,29.3,30.6
Illinois,Fulton,16081,10.4,27.2,32.9
Illinois,Gallatin,16083,11,29,30.6
Illinois,Greene,16085,10.6,28.1,27.8
Illinois,Grundy,16087,9.6,26.8,31.5
Illinois,Hamilton,17001,10.7,26.9,28.9
Illinois,Hancock,17003,11.1,30.3,30.1
Illinois,Hardin,17005,12.2,29.3,33.5
Illinois,Henderson,17007,11.4,27.6,32.9
Illinois,Henry,17009,10,25.7,29.6
Illinois,Iroquois,17011,11.2,29.6,32
Illinois,Jackson,17013,8.8,23.4,31.6
Illinois,Jasper,17015,10.8,27.4,31.1
Illinois,Jefferson,17017,10.5,28.4,35.1
Illinois,Jersey,17019,10.1,31.8,32.1
Illinois,JoDaviess,17021,11.3,29.1,28.7
Illinois,Johnson,17023,9.9,26.5,29.4
Illinois,Kane,17025,8.3,20.5,27.2
Illinois,Kankakee,17027,8.7,27,30.9
Illinois,Kendall,17029,7.1,19,31.2
Illinois,Knox,17031,9.8,28.7,28.9
Illinois,Lake,17033,7.8,19.3,25.6
Illinois,LaSalle,17035,10,23,29.8
Illinois,Lawrence,17037,11.3,28.6,32.1
Illinois,Lee,17039,10.4,25.4,29.4
Illinois,Livingston,17041,10.4,31.8,31.7
Illinois,Logan,17043,9.8,26.1,31.5
Illinois,McDonough,17045,9.2,22.9,28.5
Illinois,McHenry,17047,8.4,22.1,27.7
Illinois,McLean,17049,8.5,23.9,30.8
Illinois,Macon,17051,11.1,24.8,33
Illinois,Macoupin,17053,11.5,30.7,33
Illinois,Madison,17055,11.8,28.2,31.6
Illinois,Marion,17057,9.5,32.8,35.9
Illinois,Marshall,17059,11.4,26.9,30.8
Illinois,Mason,17061,10.8,27.7,31.5
Illinois,Massac,17063,12.1,30.5,34.5
Illinois,Menard,17065,10.2,29.1,31.2
Illinois,Mercer,17067,10.5,30,29.9
Illinois,Monroe,17069,10.8,26.7,31.6
Illinois,Montgomery,17071,9.6,23.6,27
Illinois,Morgan,17073,11.4,29.2,31.1
Illinois,Moultrie,17075,10.1,28.4,31.1
Illinois,Ogle,17077,10.8,25.4,29.4
Illinois,Peoria,17079,8.3,23.2,28.3
Illinois,Perry,17081,10,26.4,28.6
Illinois,Piatt,17083,11.2,25.6,31.5
Illinois,Pike,17085,10.9,30.3,31.2
Illinois,Pope,17087,11.3,29,30.4
Illinois,Pulaski,17089,13.1,28,33
Illinois,Putnam,17091,10.4,27.9,30.1
Illinois,Randolph,17093,9.7,24.9,31.8
Illinois,Richland,17095,9.9,29.2,29.6
Illinois,RockIsland,17097,11.5,26.7,27.4
Illinois,StClair,17099,11.6,27.8,31.4
Illinois,Saline,17101,11,31.4,31.6
Illinois,Sangamon,17103,10.9,26.7,29.6
Illinois,Schuyler,17105,10.6,28.2,30
Illinois,Scott,17107,10.2,25.8,29.9
Illinois,Shelby,17109,9.8,33.1,31.8
Illinois,Stark,17111,10.9,27.8,31.8
Illinois,Stephenson,17113,12,26.6,26.6
Illinois,Tazewell,17115,9.4,28.5,28
Illinois,Union,17117,10.9,27.9,33.1
Illinois,Vermilion,17119,12.1,26.6,34.3
Illinois,Wabash,17121,11.2,29.8,31.3
Illinois,Warren,17123,10.1,28.3,31.6
Illinois,Washington,17125,10.8,27.6,31.8
Illinois,Wayne,17127,10.9,29.4,29.2
Illinois,White,17129,10.2,28.2,31.7
Illinois,Whiteside,17131,10.3,28.3,26.6
Illinois,Will,17133,9.4,22.6,29
Illinois,Williamson,17135,10.2,31.1,34.5
Illinois,Winnebago,17137,10.8,26.7,29.4
Illinois,Woodford,17139,10.2,23.8,30
Indiana,Adams,17141,10,29.9,28.7
Indiana,Allen,17143,10.3,23.9,32.6
Indiana,Bartholomew,17145,10.6,27,33.9
Indiana,Benton,17147,12.6,33.9,33.6
Indiana,Blackford,17149,12.4,30.9,36.5
Indiana,Boone,17151,9.2,26.8,27.2
Indiana,Brown,17153,11.9,27.3,31.9
Indiana,Carroll,17155,10.9,27.8,30.6
Indiana,Cass,17157,9.5,27.1,34.7
Indiana,Clark,17159,12.8,33.4,29.7
Indiana,Clay,17161,11.3,27,36.3
Indiana,Clinton,17163,12.9,30,29.4
Indiana,Crawford,17165,13.5,32,37.4
Indiana,Daviess,17167,11.9,31.7,32.1
Indiana,Dearborn,17169,11.2,27.9,31.7
Indiana,Decatur,17171,12.3,32.3,29.6
Indiana,DeKalb,17173,10.1,27.4,27
Indiana,Delaware,17175,11.8,29.8,33.4
Indiana,Dubois,17177,10.1,21,29.9
Indiana,Elkhart,17179,9.3,26.6,29.9
Indiana,Fayette,17181,13.1,32,31
Indiana,Floyd,17183,9.8,29.4,30.7
Indiana,Fountain,17185,13.1,31.8,30.6
Indiana,Franklin,17187,12.4,27.1,27.5
Indiana,Fulton,17189,11.5,24,35.4
Indiana,Gibson,17191,11.4,31,31
Indiana,Grant,17193,13.8,30.9,33.1
Indiana,Greene,17195,14.5,28.4,34.1
Indiana,Hamilton,17197,7.8,18,22.9
Indiana,Hancock,17199,10.3,25.6,29.6
Indiana,Harrison,17201,10.5,27.7,34
Indiana,Hendricks,17203,9.2,27.5,32.1
Indiana,Henry,18001,10.6,29.4,30.5
Indiana,Howard,18003,12.5,29.3,35.5
Indiana,Huntington,18005,13.2,30.2,32.7
Indiana,Jackson,18007,11.8,30.3,37.7
Indiana,Jasper,18009,11.5,26,32.5
Indiana,Jay,18011,12.7,33.6,34.7
Indiana,Jefferson,18013,11,27.4,33.7
Indiana,Jennings,18015,11.2,26.7,31.9
Indiana,Johnson,18017,10.4,23,30.7
Indiana,Knox,18019,10,31.9,34.3
Indiana,Kosciusko,18021,9.7,22.8,31.3
Indiana,LaGrange,18023,10.5,27.1,33.8
Indiana,Lake,18025,12.9,29.5,35.4
Indiana,LaPorte,18027,9.9,26.8,33.9
Indiana,Lawrence,18029,15.6,28.9,34.4
Indiana,Madison,18031,12.4,30.2,35.2
Indiana,Marion,18033,10.9,26,31.3
Indiana,Marshall,18035,10.9,26.6,32.2
Indiana,Martin,18037,11.2,31.7,30.6
Indiana,Miami,18039,10.9,28.3,33.4
Indiana,Monroe,18041,8.5,19,22.8
Indiana,Montgomery,18043,11.7,25,34.6
Indiana,Morgan,18045,10.8,30.1,33.6
Indiana,Newton,18047,11.8,28,35.7
Indiana,Noble,18049,10.8,25.1,34.6
Indiana,Ohio,18051,11.9,26.6,30.9
Indiana,Orange,18053,11.7,35.6,31.7
Indiana,Owen,18055,12.2,27.3,34.5
Indiana,Parke,18057,11.7,30.3,28.6
Indiana,Perry,18059,10.7,24.7,30.8
Indiana,Pike,18061,12.9,29.1,34.4
Indiana,Porter,18063,8.9,26.3,30.8
Indiana,Posey,18065,11,26.7,31.3
Indiana,Pulaski,18067,13.6,24.5,34.7
Indiana,Putnam,18069,11.8,28.7,30.6
Indiana,Randolph,18071,13.6,34.8,32.8
Indiana,Ripley,18073,10,26.2,31.1
Indiana,Rush,18075,11.9,33.5,30.9
Indiana,StJoseph,18077,9.5,24.8,28.6
Indiana,Scott,18079,11.9,29.3,29.5
Indiana,Shelby,18081,11.2,29.2,30.8
Indiana,Spencer,18083,10.6,28.1,30.3
Indiana,Starke,18085,10.5,37.2,34.7
Indiana,Steuben,18087,11.8,25.1,33.2
Indiana,Sullivan,18089,12,32.2,30.8
Indiana,Switzerland,18091,13.2,33,31.5
Indiana,Tippecanoe,18093,8.6,25.3,25.5
Indiana,Tipton,18095,12.2,30.2,33.2
Indiana,Union,18097,11.4,29.1,33.4
Indiana,Vanderburgh,18099,12.7,27.5,33.2
Indiana,Vermillion,18101,13,30.1,31.2
Indiana,Vigo,18103,9.6,27.8,31.5
Indiana,Wabash,18105,13.4,30.1,33
Indiana,Warren,18107,11.6,25.9,29.1
Indiana,Warrick,18109,10.8,22.9,29.7
Indiana,Washington,18111,10.5,29.8,28.8
Indiana,Wayne,18113,10.2,27.8,27.6
Indiana,Wells,18115,10.8,28,29.2
Indiana,White,18117,11.3,26.6,32
Indiana,Whitley,18119,9.9,19.9,32.6
Iowa,Adair,18121,11.2,30.5,32.3
Iowa,Adams,18123,9.5,27,32.5
Iowa,Allamakee,18125,8.9,22.3,29.5
Iowa,Appanoose,18127,9.6,31.4,29.5
Iowa,Audubon,18129,11.1,24.6,32.6
Iowa,Benton,18131,9.7,25.2,30
Iowa,Blackhawk,18133,9.7,22.4,28.6
Iowa,Boone,18135,9.4,26.9,30.3
Iowa,Bremer,18137,9.7,22.6,30.4
Iowa,Buchanan,18139,10.3,27.6,31.2
Iowa,Buena,18141,10,24.2,29.9
Iowa,Butler,18143,9.5,26.5,27.9
Iowa,Calhoun,18145,10.9,23.7,30.5
Iowa,Carroll,18147,9.1,22.1,30
Iowa,Cass,18149,8.7,27.6,31.9
Iowa,Cedar,18151,10.7,30.2,32
Iowa,Cerrogordo,18153,11.1,27.6,29.7
Iowa,Cherokee,18155,10.2,26.5,33.4
Iowa,Chickasaw,18157,9.1,26.9,30.3
Iowa,Clarke,18159,9.1,26.5,28.7
Iowa,Clay,18161,8.8,23.9,28.5
Iowa,Clayton,18163,8.4,26.4,31
Iowa,Clinton,18165,11,27.1,30.2
Iowa,Crawford,18167,8.9,30.1,30.1
Iowa,Dallas,18169,8.3,27.7,30.6
Iowa,Davis,18171,11,27.9,30.8
Iowa,Decatur,18173,9.5,25.5,30.1
Iowa,Delaware,18175,9.8,31.8,37.3
Iowa,Desmoines,18177,12.6,27.2,32.3
Iowa,Dickinson,18179,9,24.1,31
Iowa,Dubuque,18181,9.5,20.5,28.6
Iowa,Emmet,18183,9.3,28.9,32.3
Iowa,Fayette,19001,10.5,28,40.1
Iowa,Floyd,19003,11.1,24.9,33.1
Iowa,Franklin,19005,9.7,26.4,31.4
Iowa,Fremont,19007,9.9,25.8,33.2
Iowa,Greene,19009,9.7,27.9,29.1
Iowa,Grundy,19011,10.2,26.9,30.6
Iowa,Guthrie,19013,9.3,28.6,35.2
Iowa,Hamilton,19015,10.6,24.9,28.2
Iowa,Hancock,19017,9.9,26.7,31.2
Iowa,Hardin,19019,9.7,30.9,34.4
Iowa,Harrison,19021,9,29.2,29.6
Iowa,Henry,19023,10.7,26.5,33.7
Iowa,Howard,19025,10.2,24.6,31.3
Iowa,Humboldt,19027,10.3,27.5,34.5
Iowa,Ida,19029,10.4,28.6,30.4
Iowa,Iowa,19031,9.4,25.7,30.8
Iowa,Jackson,19033,11.2,24.2,31.1
Iowa,Jasper,19035,10.7,28.7,33.9
Iowa,Jefferson,19037,10.1,20.6,27.8
Iowa,Johnson,19039,5.5,16.9,23.5
Iowa,Jones,19041,9.2,24.6,30.6
Iowa,Keokuk,19043,10,26.9,31.3
Iowa,Kossuth,19045,11.2,28.6,31.5
Iowa,Lee,19047,10,26.9,36.1
Iowa,Linn,19049,9,22.6,27.9
Iowa,Louisa,19051,10.2,29.5,32.1
Iowa,Lucas,19053,10.3,25.9,30.5
Iowa,Lyon,19055,9,27.9,31.8
Iowa,Madison,19057,9.5,23.5,33.1
Iowa,Mahaska,19059,9.3,26.6,28.7
Iowa,Marion,19061,8.8,22.9,30
Iowa,Marshall,19063,10,24.1,32.4
Iowa,Mills,19065,9,27.4,29
Iowa,Mitchell,19067,9.9,26.2,28.1
Iowa,Monona,19069,10.6,27.1,29.3
Iowa,Monroe,19071,10.4,31.7,34.2
Iowa,Montgomery,19073,9.9,26.5,32.4
Iowa,Muscatine,19075,9.7,26.1,36
Iowa,O'Brien,19077,9.9,23.3,28.7
Iowa,Osceola,19079,9.7,26.2,29
Iowa,Page,19081,11.5,28.8,33
Iowa,PaloAlto,19083,10.9,27.3,29.3
Iowa,Plymouth,19085,9.5,24.2,31.8
Iowa,Pocahontas,19087,12.6,29.3,31
Iowa,Polk,19089,7.8,21.5,28.2
Iowa,Pottawattamie,19091,10.5,28.2,35
Iowa,Poweshiek,19093,9,21.7,29.4
Iowa,Ringgold,19095,10.4,27.6,31.8
Iowa,Sac,19097,9.8,24,29
Iowa,Scott,19099,8.7,21.3,31
Iowa,Shelby,19101,10.8,27.6,29.9
Iowa,Sioux,19103,7.4,25.1,26.7
Iowa,Story,19105,5.5,19.4,25.4
Iowa,Tama,19107,11.2,32,31.9
Iowa,Taylor,19109,10.5,24,30.4
Iowa,Union,19111,12.4,26.7,34.6
Iowa,VanBuren,19113,10.7,28.5,30.6
Iowa,Wapello,19115,11.1,29.8,31.2
Iowa,Warren,19117,9.2,27.9,28.7
Iowa,Washington,19119,10,23.5,30
Iowa,Wayne,19121,11.4,26,32.1
Iowa,Webster,19123,10.3,25.2,27.8
Iowa,Winnebago,19125,10.1,30.3,32.5
Iowa,Winneshiek,19127,7.8,18.7,25.2
Iowa,Woodbury,19129,9.4,27,31.6
Iowa,Worth,19131,10.5,27.6,30.3
Iowa,Wright,19133,9.5,30.1,33.3
Kansas,Allen,19135,10.8,28.5,34.4
Kansas,Anderson,19137,9.4,30.5,31.1
Kansas,Atchison,19139,10.4,28.1,30.4
Kansas,Barber,19141,10.7,32.2,34.2
Kansas,Barton,19143,10.4,29,35.9
Kansas,Bourbon,19145,10.3,26.7,38.2
Kansas,Brown,19147,12.8,31,31.5
Kansas,Butler,19149,9.4,24.8,31.9
Kansas,Chase,19151,10.7,25.9,30.9
Kansas,Chautauqua,19153,11.4,31.5,31.7
Kansas,Cherokee,19155,12.5,33.7,39.1
Kansas,Cheyenne,19157,12.1,29.7,31.8
Kansas,Clark,19159,12.3,28.7,31.4
Kansas,Clay,19161,10.4,25.2,34.3
Kansas,Cloud,19163,12.3,28.3,33.5
Kansas,Coffey,19165,9.3,26.5,32.6
Kansas,Comanche,19167,12,26.8,34.2
Kansas,Cowley,19169,11.9,30.6,36.9
Kansas,Crawford,19171,10.2,25.3,36.4
Kansas,Decatur,19173,13.1,28.2,34.6
Kansas,Dickinson,19175,10.7,26.9,32.6
Kansas,Doniphan,19177,9.7,25.8,34.8
Kansas,Douglas,19179,6.1,17.9,24.5
Kansas,Edwards,19181,11.3,27.9,32.5
Kansas,Elk,19183,13.5,27.2,34.8
Kansas,Ellis,19185,8.2,26.4,30.1
Kansas,Ellsworth,19187,10.5,30,33.6
Kansas,Finney,19189,9.1,23.7,32.4
Kansas,Ford,19191,9.4,30,33.3
Kansas,Franklin,19193,12.3,30,33.6
Kansas,Geary,19195,7.9,25.9,32.6
Kansas,Gove,19197,13.2,29.1,32.3
Kansas,Graham,20001,11.4,27.7,31.9
Kansas,Grant,20003,9.7,26.4,34
Kansas,Gray,20005,9.1,24.4,29.1
Kansas,Greeley,20007,10.9,29,30.8
Kansas,Greenwood,20009,11,27.3,34
Kansas,Hamilton,20011,9.2,22.5,32.8
Kansas,Harper,20013,11.3,31.5,32.1
Kansas,Harvey,20015,9.7,26.6,33.8
Kansas,Haskell,20017,8.9,30.9,33
Kansas,Hodgeman,20019,11.1,27.9,30.5
Kansas,Jackson,20021,11.2,28.6,36.8
Kansas,Jefferson,20023,9.9,22.3,33
Kansas,Jewell,20025,14.1,30.2,31.7
Kansas,Johnson,20027,7,17.1,23
Kansas,Kearny,20029,11.1,28.2,31.3
Kansas,Kingman,20031,12,32.3,30.6
Kansas,Kiowa,20033,10,28.8,31.1
Kansas,Labette,20035,12,30.6,34.4
Kansas,Lane,20037,11.9,26.4,35.1
Kansas,Leavenworth,20039,9.1,25,31.1
Kansas,Lincoln,20041,10.8,27.2,30.9
Kansas,Linn,20043,11.1,27.4,35
Kansas,Logan,20045,13.1,28.1,31.9
Kansas,Lyon,20047,9.3,23.5,32.4
Kansas,McPherson,20049,9.2,24.2,30.7
Kansas,Marion,20051,9.7,25.1,32.1
Kansas,Marshall,20053,11.8,30.1,33.9
Kansas,Meade,20055,11.2,29,29
Kansas,Miami,20057,9.3,26.3,35
Kansas,Mitchell,20059,10.7,28.1,29
Kansas,Montgomery,20061,13.7,30.1,35.1
Kansas,Morris,20063,9.7,26.9,32.9
Kansas,Morton,20065,10.2,31,32.9
Kansas,Nemaha,20067,10.8,25,32.2
Kansas,Neosho,20069,12,30,32.5
Kansas,Ness,20071,11.3,29.3,30.3
Kansas,Norton,20073,10.3,26.7,35.4
Kansas,Osage,20075,12.8,29,38.7
Kansas,Osborne,20077,12,27.3,32.8
Kansas,Ottawa,20079,11.2,29.3,32.6
Kansas,Pawnee,20081,10.4,27.3,32.7
Kansas,Phillips,20083,12,31.2,32.8
Kansas,Pottawatomie,20085,12.5,23.3,32
Kansas,Pratt,20087,9.6,23.3,31.2
Kansas,Rawlins,20089,12.8,32.7,35.8
Kansas,Reno,20091,11.4,23.5,33.4
Kansas,Republic,20093,11.5,31.2,28.8
Kansas,Rice,20095,11.7,25.5,30.9
Kansas,Riley,20097,6,16.7,26.7
Kansas,Rooks,20099,11.3,29,30.3
Kansas,Rush,20101,10.5,27.8,31.2
Kansas,Russell,20103,13,24.9,31.5
Kansas,Saline,20105,10.9,23.5,31.7
Kansas,Scott,20107,9.4,30.1,30.9
Kansas,Sedgwick,20109,9.9,24.5,29.4
Kansas,Seward,20111,8.7,28.3,32.8
Kansas,Shawnee,20113,10.1,24.2,32.5
Kansas,Sheridan,20115,10.8,27.3,31.2
Kansas,Sherman,20117,11.1,29.9,32.3
Kansas,Smith,20119,11.6,26.9,31.9
Kansas,Stafford,20121,10.5,30.4,34.1
Kansas,Stanton,20123,10,29.5,31.1
Kansas,Stevens,20125,10.5,30.7,34
Kansas,Sumner,20127,13.4,28.6,36.1
Kansas,Thomas,20129,8.8,24.8,30.9
Kansas,Trego,20131,10.6,23.9,32
Kansas,Wabaunsee,20133,10.3,23.1,31.8
Kansas,Wallace,20135,11.4,25.1,32
Kansas,Washington,20137,11,31.1,33.4
Kansas,Wichita,20139,10.3,28.7,32.7
Kansas,Wilson,20141,11.4,26.6,34.9
Kansas,Woodson,20143,11.9,29.6,28.3
Kansas,Wyandotte,20145,13.2,32.4,38.6
Kentucky,Adair,20147,12.3,31.9,33.4
Kentucky,Allen,20149,11.9,29.9,31.9
Kentucky,Anderson,20151,12.3,31.4,33.3
Kentucky,Ballard,20153,13.9,35,33.9
Kentucky,Barren,20155,13.4,31.8,30.8
Kentucky,Bath,20157,12.4,35.1,31.8
Kentucky,Bell,20159,14.3,30.2,32.7
Kentucky,Boone,20161,10.9,23.2,30.2
Kentucky,Bourbon,20163,12.8,36.1,32.4
Kentucky,Boyd,20165,14.7,32.6,35.4
Kentucky,Boyle,20167,11.6,26.3,29.6
Kentucky,Bracken,20169,12.5,31.4,30.3
Kentucky,Breathitt,20171,15.1,34.2,41.1
Kentucky,Breckinridge,20173,14.6,33.5,36.6
Kentucky,Bullitt,20175,12,32.1,31.5
Kentucky,Butler,20177,13,33.6,33.1
Kentucky,Caldwell,20179,12.4,29.9,29.4
Kentucky,Calloway,20181,10.4,22.4,27.9
Kentucky,Campbell,20183,10.4,24.5,32.8
Kentucky,Carlisle,20185,12.4,29.1,31.8
Kentucky,Carroll,20187,13.9,26.4,33.2
Kentucky,Carter,20189,14.5,37.1,34
Kentucky,Casey,20191,11.6,34.1,35.5
Kentucky,Christian,20193,10.7,31.5,33.7
Kentucky,Clark,20195,11.2,26.6,30.6
Kentucky,Clay,20197,13.3,33.6,30.5
Kentucky,Clinton,20199,10.8,33.7,31.8
Kentucky,Crittenden,20201,13.2,35.6,32.5
Kentucky,Cumberland,20203,12.9,31.9,35.5
Kentucky,Daviess,20205,10.3,25.4,29.2
Kentucky,Edmonson,20207,14,35.3,36.5
Kentucky,Elliott,20209,11.2,39.5,34.7
Kentucky,Estill,21001,13.5,32.5,31.3
Kentucky,Fayette,21003,9.5,23.1,27
Kentucky,Fleming,21005,12.3,34.5,34.7
Kentucky,Floyd,21007,17,37.8,39.3
Kentucky,Franklin,21009,11.2,30.2,32.1
Kentucky,Fulton,21011,12.3,33.9,34.6
Kentucky,Gallatin,21013,11.1,39.5,29.7
Kentucky,Garrard,21015,12.7,35,36.4
Kentucky,Grant,21017,11.4,30.2,35.6
Kentucky,Graves,21019,11.6,30,29.8
Kentucky,Grayson,21021,12.5,34.4,34.1
Kentucky,Green,21023,12.5,31.7,32.2
Kentucky,Greenup,21025,14.8,32.2,37.9
Kentucky,Hancock,21027,11.6,29.6,33.9
Kentucky,Hardin,21029,12.2,29.5,30.9
Kentucky,Harlan,21031,14.7,38.3,34.1
Kentucky,Harrison,21033,12.5,31,27.9
Kentucky,Hart,21035,13.8,34.6,32.7
Kentucky,Henderson,21037,10.9,27.6,32.7
Kentucky,Henry,21039,11.5,34.1,33
Kentucky,Hickman,21041,13.2,32.1,34.3
Kentucky,Hopkins,21043,12.5,32.3,36.9
Kentucky,Jackson,21045,11.9,32.3,38.9
Kentucky,Jefferson,21047,11.7,25.8,32
Kentucky,Jessamine,21049,10.5,28.1,31.4
Kentucky,Johnson,21051,14.4,35.9,39.4
Kentucky,Kenton,21053,10.4,24.4,29
Kentucky,Knott,21055,14,39.6,41
Kentucky,Knox,21057,14.8,34.5,33.8
Kentucky,Larue,21059,13.4,32.6,30.5
Kentucky,Laurel,21061,12.2,32.3,33
Kentucky,Lawrence,21063,15.7,36.3,38.8
Kentucky,Lee,21065,12.6,36.9,29.4
Kentucky,Leslie,21067,15.4,35.9,38
Kentucky,Letcher,21069,17.6,37.7,37.9
Kentucky,Lewis,21071,12.5,38.6,37.2
Kentucky,Lincoln,21073,12.7,35.7,30.3
Kentucky,Livingston,21075,13.4,31.7,31.4
Kentucky,Logan,21077,12.8,32.8,36.3
Kentucky,Lyon,21079,13.2,32.4,30.3
Kentucky,McCracken,21081,10,27.5,30.6
Kentucky,McCreary,21083,14.2,32.3,33.2
Kentucky,McLean,21085,13.5,30.9,32.4
Kentucky,Madison,21087,10,27.9,28.5
Kentucky,Magoffin,21089,13.9,36.9,33.1
Kentucky,Marion,21091,11.3,29,33.5
Kentucky,Marshall,21093,10.9,26.4,33.9
Kentucky,Martin,21095,11.9,36.1,37.7
Kentucky,Mason,21097,14.4,29.6,32.2
Kentucky,Meade,21099,10.7,27.3,35.5
Kentucky,Menifee,21101,13,29.7,31.4
Kentucky,Mercer,21103,10.7,27.6,32
Kentucky,Metcalfe,21105,13.2,33.2,33.4
Kentucky,Monroe,21107,12.4,27.2,34.3
Kentucky,Montgomery,21109,11.8,31.1,33
Kentucky,Morgan,21111,14.9,33.1,34.5
Kentucky,Muhlenberg,21113,12.2,32.2,36
Kentucky,Nelson,21115,8.7,29.3,31.9
Kentucky,Nicholas,21117,12.8,35,31.4
Kentucky,Ohio,21119,14.4,33.5,37.9
Kentucky,Oldham,21121,10.1,24.6,29.4
Kentucky,Owen,21123,11.7,34,33.4
Kentucky,Owsley,21125,14.1,32.7,33.7
Kentucky,Pendleton,21127,13.8,32.8,32.4
Kentucky,Perry,21129,14.5,38.5,39.9
Kentucky,Pike,21131,15.1,33.2,36.2
Kentucky,Powell,21133,11.3,31.7,32.3
Kentucky,Pulaski,21135,13,33.6,31.7
Kentucky,Robertson,21137,13.8,32.9,33.3
Kentucky,Rockcastle,21139,14.5,33.6,39.4
Kentucky,Rowan,21141,12.1,29.4,34.2
Kentucky,Russell,21143,11.2,37.1,31.6
Kentucky,Scott,21145,10.2,22,31.5
Kentucky,Shelby,21147,11.4,31.8,31.8
Kentucky,Simpson,21149,12.4,34.4,29.7
Kentucky,Spencer,21151,10.1,28.3,28.6
Kentucky,Taylor,21153,12.6,31.4,34.6
Kentucky,Todd,21155,11,35,34.2
Kentucky,Trigg,21157,11.7,30.5,29.4
Kentucky,Trimble,21159,11.3,31.2,33.3
Kentucky,Union,21161,11.3,30.1,34.2
Kentucky,Warren,21163,8.5,27.7,28.9
Kentucky,Washington,21165,14.7,34.8,32.8
Kentucky,Wayne,21167,11.7,35.8,30.9
Kentucky,Webster,21169,12.9,31.1,32.8
Kentucky,Whitley,21171,12.8,34.5,34.2
Kentucky,Wolfe,21173,11.2,32.9,33
Kentucky,Woodford,21175,11.6,30.9,30.9
Louisiana,Acadia,21177,11.6,39.4,32.3
Louisiana,Allen,21179,11.3,34.8,34.7
Louisiana,Ascension,21181,10.3,26.9,33.2
Louisiana,Assumption,21183,11.9,29.1,32.5
Louisiana,Avoyelles,21185,14.6,36.1,38.3
Louisiana,Beauregard,21187,13,31.4,35.1
Louisiana,Bienville,21189,14,35.1,37.8
Louisiana,Bossier,21191,11.4,25.2,35.9
Louisiana,Caddo,21193,12.5,32.8,33.5
Louisiana,Calcasieu,21195,12.6,31.8,33.2
Louisiana,Caldwell,21197,13,33.5,35.6
Louisiana,Cameron,21199,11.9,26.6,34.5
Louisiana,Catahoula,21201,11.5,33,37.5
Louisiana,Claiborne,21203,15.1,32.9,38.9
Louisiana,Concordia,21205,14.7,35.6,36.7
Louisiana,DeSoto,21207,13.8,32.9,35
Louisiana,EastBatonRouge,21209,11.1,24.5,33.1
Louisiana,EastCarroll,21211,16.9,36.3,42.6
Louisiana,EastFeliciana,21213,15.2,31.2,39.7
Louisiana,Evangeline,21215,12.6,29.9,35.2
Louisiana,Franklin,21217,14.5,36.9,36.3
Louisiana,Grant,21219,13,31.8,33.1
Louisiana,Iberia,21221,12.1,34.3,39.2
Louisiana,Iberville,21223,13,33.8,42.1
Louisiana,Jackson,21225,12.3,34.4,39.5
Louisiana,Jefferson,21227,12.2,29.6,32.8
Louisiana,JeffersonDavis,21229,12.7,34.1,33.5
Louisiana,Lafayette,21231,7.8,23.9,28.2
Louisiana,Lafourche,21233,10.5,33.7,35.3
Louisiana,LaSalle,21235,11.9,29.4,36.8
Louisiana,Lincoln,21237,10.2,27.5,34.4
Louisiana,Livingston,21239,12.2,28.5,35
Louisiana,Madison,22001,11.2,32.3,42.1
Louisiana,Morehouse,22003,17.8,37,39.9
Louisiana,Natchitoches,22005,12.8,30.9,37.4
Louisiana,Orleans,22007,11.9,27.4,30.9
Louisiana,Ouachita,22009,11.9,32.3,34.1
Louisiana,Plaquemines,22011,10.9,31.7,34.3
Louisiana,PointeCoupee,22013,14.7,30.2,35.8
Louisiana,Rapides,22015,13.7,31.3,36.2
Louisiana,RedRiver,22017,12.6,37.6,39.5
Louisiana,Richland,22019,12.7,35.2,38.5
Louisiana,Sabine,22021,14.8,33.2,38.4
Louisiana,StBernard,22023,11.5,35.2,35.3
Louisiana,StCharles,22025,10.9,32.9,34.6
Louisiana,StHelena,22027,15.8,34.3,39.8
Louisiana,StJames,22029,14,32.5,37.6
Louisiana,StJohntheBaptist,22031,13.1,32.5,34.4
Louisiana,StLandry,22033,14.6,32.4,42.1
Louisiana,StMartin,22035,12.9,29.8,35.1
Louisiana,StMary,22037,14.2,32.9,38.7
Louisiana,StTammany,22039,10.3,23.9,28.8
Louisiana,Tangipahoa,22041,12.3,32.8,37.4
Louisiana,Tensas,22043,14.9,37.4,34.1
Louisiana,Terrebonne,22045,13,33.6,38.7
Louisiana,Union,22047,14.9,33.6,34.6
Louisiana,Vermilion,22049,11.8,31.8,32.4
Louisiana,Vernon,22051,11.8,31.2,39.5
